Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
RNN,"Rexahn Pharmaceuticals, Inc.",1.83,58106048.37,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rnn,
REI,"Ring Energy, Inc.",11.54,696877854.66,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rei,
RIF,RMR Real Estate Income Fund,18.19,185574543.71,,,,,https://www.nasdaq.com/symbol/rif,
SACH,Sachem Capital Corp.,4.14,63908823.96,,2017.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sach,
SNMP,Sanchez Midstream Partners LP,7.61,121553068.88,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snmp,
SAND          ,Sandstorm Gold Ltd,3.81,705214917.99,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sand,
SEB,Seaboard Corporation,3700.0,4331035000.0,,1996.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seb,
SENS,"Senseonics Holdings, Inc.",4.18,735791856.8,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sens,
SVT,"Servotronics, Inc.",10.345,26719407.385,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/svt,
SMTS,Sierra Metals Inc.,2.53,413471157.55,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/smts,
SIF,"SIFCO Industries, Inc.",5.5,31301402.0,,,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/sif,
SVM,Silvercorp Metals Inc.,2.67,447708304.71,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/svm,
SILV,SilverCrest Metals Inc.,2.5,184041825.0,,2018.0,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/silv,
XPL,Solitario Zinc Corp.,0.37,21572245.42,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/xpl,
SCE^B,Southern California Edison Company,20.51,0.0,,,,,https://www.nasdaq.com/symbol/sce^b,
SCE^C,Southern California Edison Company,21.55,0.0,,,,,https://www.nasdaq.com/symbol/sce^c,
SCE^D,Southern California Edison Company,21.9657,0.0,,,,,https://www.nasdaq.com/symbol/sce^d,
SCE^E,Southern California Edison Company,24.27,0.0,,,,,https://www.nasdaq.com/symbol/sce^e,
SGB,Southwest Georgia Financial Corporation,22.55,57407248.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/sgb,
LOV,"Spark Networks, Inc.",11.5813,150419893.22100002,,2017.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lov,
SRCI,SRC Energy Inc.,8.77,2126887464.25,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/srci,
SDI,Standard Diversified Inc.,17.13,284962038.06,,,Consumer Non-Durables,Tobacco,https://www.nasdaq.com/symbol/sdi,
SSY,"SunLink Health Systems, Inc.",1.27,9419353.78,,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ssy,
SDPI,"Superior Drilling Products, Inc.",2.98,73114761.9,,2014.0,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/sdpi,
SYN,"Synthetic Biologics, Inc",2.041,7754036.576,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syn,
TKAT,"Takung Art Co., Ltd.",0.904,10148326.6,,,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/tkat,
TALO.WS,"Talos Energy, Inc.",,0.0,,,,,https://www.nasdaq.com/symbol/talo.ws,
TRX,Tanzanian Royalty Exploration Corporation,0.37,46158866.04,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/trx,
TGB,Taseko Mines Limited,0.747,170592265.998,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/tgb,
TIK,Tel-Instrument Electronics Corp.,2.5,8139717.5,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/tik,
TGC,"Tengasco, Inc.",0.9159999999999999,9732035.588,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tgc,
GLU,The Gabelli Global Utility and Income Trust,19.7372,81145491.1484,,2004.0,,,https://www.nasdaq.com/symbol/glu,
GLU^A,The Gabelli Global Utility and Income Trust,47.0,0.0,,,,,https://www.nasdaq.com/symbol/glu^a,
GGO,The Gabelli Go Anywhere Trust,18.5,29789292.0,,2016.0,,,https://www.nasdaq.com/symbol/ggo,
GGO^A,The Gabelli Go Anywhere Trust,41.7301,0.0,,,,,https://www.nasdaq.com/symbol/ggo^a,
TMP,Tompkins Financial Corporation,83.01,1268262474.3,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tmp,
TAT,Transatlantic Petroleum Ltd,1.62,81958027.5,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tat,
TRXC,"TransEnterix, Inc.",6.52,1362474848.2,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/trxc,
TMQ,Trilogy Metals Inc.,1.91,251214239.8,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/tmq,
TPHS,Trinity Place Holdings Inc.,5.9,186664447.8,,,Consumer Services,Building operators,https://www.nasdaq.com/symbol/tphs,
TRT,Trio-Tech International,4.499,15985194.445,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trt,
UFAB,"Unique Fabricating, Inc.",7.72,75436651.64,,2015.0,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ufab,
UAMY,United States Antimony Corporation,0.735,50146970.685,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/uamy,
UUU,"Universal Security Instruments, Inc.",1.305,3018317.535,,,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/uuu,
UQM,UQM Technologies Inc.,1.3,70469347.0,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/uqm,
URG,Ur Energy Inc,0.8859999999999999,129990220.064,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/urg,
UEC,Uranium Energy Corp.,1.72,277468091.76,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/uec,
VHC,VirnetX Holding Corp,4.05,253620416.25,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/vhc,
VGZ,Vista Gold Corporation,0.49,48794175.01,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/vgz,
VNRX,VolitionRX Limited,2.28,68471193.0,,2015.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vnrx,
VISI,"Volt Information Sciences, Inc.",3.4,71521108.0,,,Technology,Professional Services,https://www.nasdaq.com/symbol/visi,
EAD,Wells Fargo Income Opportunities Fund,8.02,552993556.3,,2003.0,,,https://www.nasdaq.com/symbol/ead,
ERC,Wells Fargo Multi-Sector Income Fund,12.3,403772001.6,,2003.0,,,https://www.nasdaq.com/symbol/erc,
ERH,Wells Fargo Utilities and High Income Fund,12.37,114350222.09,,2004.0,,,https://www.nasdaq.com/symbol/erh,
WRN,Western Copper and Gold Corporation,0.6899,69530882.2899,,2011.0,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/wrn,
WYY,WidePoint Corporation,0.4601,38225842.7797,,,Technology,EDP Services,https://www.nasdaq.com/symbol/wyy,
WTT,"Wireless Telecom Group,  Inc.",1.89,39651540.39,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/wtt,
XTNT,"Xtant Medical Holdings, Inc.",4.51,59285325.55,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xtnt,
YUMA,"Yuma Energy, Inc.",0.27399999999999997,6368791.062000001,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/yuma,
ZDGE,"Zedge, Inc.",2.19,22467978.69,,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/zdge,
ZOM,Zomedica Pharmaceuticals Corp.,1.81,171065288.29,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zom,
